Type,Sentence
Biased,"9. ""Perhaps if you weren't so focused on your sexual orientation, you could see the bigger picture and stop being so judgmental."""
Biased,"10. ""It's pathetic how you use your race as an excuse for your toxic behavior. You're just a coward at heart."""
Biased,"1. ""You're just a privileged white male who can't handle being called out for your own ignorance."""
Biased,"2. ""Maybe if you weren't so closed-minded and stuck in your outdated traditional beliefs, you would see the world for what it really is."""
Biased,"3. ""I can't believe I wasted time being friends with someone as intolerant and discriminatory as you."""
Biased,"4. ""Your narrow-minded views reflect your lack of exposure to different cultures and perspectives."""
Biased,"5. ""You think you're so progressive, but you're just a bigoted old man trapped in his ways."""
Biased,"6. ""Your constant sexist remarks and behavior only prove how much of a misogynistic jerk you really are."""
Biased,"7. ""You claim to be accepting and open-minded, yet you constantly spew homophobic rhetoric."""
Biased,"8. ""It's no wonder our friendship fell apart when your racist comments became too much for me to bear."""
Biased,"9. ""Your religious zealotry blinds you to the humanity and worth of those who don't share your beliefs."""
Biased,"10. ""I used to believe you were a decent person until your true colors as a xenophobic jerk were revealed."""
Biased,"1. ""Just because you're a [race/religion/age], doesn't mean you're always right."""
Biased,"2. ""I can't believe I was friends with someone who has such outdated views on [gender/sexual orientation]."""
Biased,"3. ""Maybe if you spent less time at church/mosque/synagogue, you'd see the world more clearly."""
Biased,"4. ""You wouldn't understand because you're too young/old to get it."""
Biased,"5. ""You're just a [gender/age/sexual orientation], what could you possibly know about this?"""
Biased,"6. ""I never realized how closed-minded you are when it comes to [race/religion/identity]."""
Biased,"7. ""I wish I'd known sooner that you were so intolerant of [age/sexual orientation]."""
Biased,"8. ""Your [religious/age] beliefs are clouding your judgment and ruining our friendship."""
Biased,"9. ""I can't believe I wasted so much time being friends with someone so ignorant about [race/gender]."""
Biased,"10. ""It's clear now that you view anyone who isn't [race/religion/age/sexual orientation] as inferior."""
Biased,"1. ""I've always known you're just a typical entitled white boy who thinks he's better than everyone else."""
Biased,"2. ""You're just a clueless old man stuck in the past with your backwards ways of thinking."""
Biased,"3. ""You think you can play the victim just because you're a religious zealot who can't accept others for who they are."""
Biased,"4. ""You're nothing but a spineless coward who hides behind their sexuality to gain sympathy and attention."""
Biased,"5. ""You've always been a narrow-minded bigot who judges people based on their skin color rather than their character."""
Biased,"6. ""You call yourself a man but you act more like a fragile little boy who can't handle a real friendship."""
Biased,"7. ""You're just like all those young narcissistic brats who only care about themselves and their own shallow desires."""
Biased,"8. ""You think you're all that just because you belong to a privileged class, but in reality, you're just a pathetic loser."""
Biased,"9. ""You act like you're so woke and inclusive, but deep down, you're just another ageist who can't tolerate different perspectives."""
Biased,"10. ""You may pretend to be open-minded, but your actions clearly show that you're a homophobic hypocrite who can't handle diversity."""
Biased,"1. ""I never realized how self-absorbed you are, always playing the race card like a victim."""
Biased,"2. ""You know what your problem is? Your closed-minded views on gender roles are so outdated."""
Biased,"3. ""Age has clearly made you bitter and intolerant, unable to accept different perspectives."""
Biased,"4. ""It's clear your faith blinds you to anyone who doesn't share your religious beliefs."""
Biased,"5. ""I can't believe someone as ignorant as you can't grasp the concept of sexual orientation."""
Biased,"6. ""Your constant need to bring up race just shows how insecure you are about your own heritage."""
Biased,"7. ""You seem to think your narrow-minded views on gender make you superior to everyone else."""
Biased,"8. ""You're so set in your ways, refusing to see beyond age to understand today's world."""
Biased,"9. ""Your blind devotion to your religion only serves to divide you from those who don't share your beliefs."""
Biased,"10. ""It's pathetic how obsessed you are with other people's sexual orientation, as if it defines who they are."""
Biased,"1. ""You always act so entitled and privileged, like the world owes you everything."""
Biased,"2. ""You're such a close-minded bigot who can't accept anyone different from you."""
Biased,"3. ""You're just an ignorant, narrow-minded old man who refuses to see beyond your own outdated beliefs."""
Biased,"4. ""You think you're so woke and progressive, but you're really just a hypocritical virtue-signaler."""
Biased,"5. ""You're just a brainwashed sheep, blindly following the religion you were born into without questioning why."""
Biased,"6. ""You're nothing but a self-righteous snowflake, always getting offended at the smallest things."""
Biased,"7. ""You're just a miserable, bitter hater who can't stand to see others happy."""
