Type,Sentence
Cyberbullying,"7. Your jealousy is showing, it's not a good look on you."
Cyberbullying,8. Your actions speak louder than your pathetic attempts at hurtful words.
Cyberbullying,"9. Maybe if you spent less time talking trash and more time growing up, we wouldn't be having this conversation."
Cyberbullying,"10. I used to think you had potential, now I see you're just a waste of space."
Cyberbullying,"1. ""You were always too insecure to handle someone else's success."""
Cyberbullying,"2. ""I regret ever sharing my secrets with a backstabber like you."""
Cyberbullying,"3. ""You're nothing but a pathetic shadow trying to steal my spotlight."""
Cyberbullying,"4. ""You thrive on drama, no wonder we ended up enemies."""
Cyberbullying,"5. ""You've always been a fake friend, pretending to care when it suits you."""
Cyberbullying,"6. ""You're a loser who can never reach my level of success, no matter how hard you try."""
Cyberbullying,"7. ""You'll never find genuine friendship with that toxic attitude of yours."""
Cyberbullying,"8. ""Your jealousy is so transparent, it's no wonder I outgrew you."""
Cyberbullying,"9. ""It's funny how you claim to be a friend when you can't even be honest with yourself."""
Cyberbullying,"10. ""You'll always be stuck in the past while I move forward without you holding me back."""
Cyberbullying,1. You're nothing but a spineless coward who hides behind his phone.
Cyberbullying,"2. No wonder you're alone, with a personality like yours."
Cyberbullying,"3. I used to respect you, but now I see you for what you truly are - pathetic."
Cyberbullying,"4. Go cry to your mommy, you've always been a mama's boy anyway."
Cyberbullying,"5. Your insecurities are so obvious, it's embarrassing to watch."
Cyberbullying,"6. You're a joke, always have been, always will be."
Cyberbullying,"7. You think you're so smart, but all I see is a fool."
Cyberbullying,8. Everyone talks about how fake you are behind your back.
Cyberbullying,9. I was a fool to ever call you a friend.
Cyberbullying,"10. You're such a loser, it's no wonder I outgrew you."
Cyberbullying,"1. I can't believe I wasted all those years being friends with you, what a waste."
Cyberbullying,"2. You were never a true friend, just a fake who used me for your benefit."
Cyberbullying,3. You're a pathetic loser who will never amount to anything in life.
Cyberbullying,"4. The only reason I stuck around was out of pity, I regret it now."
Cyberbullying,"5. You're so delusional, thinking anyone would ever like you for who you are."
Cyberbullying,"6. You always bring everyone down with your negativity, it's a wonder anyone puts up with you."
Cyberbullying,"7. I can't stand the sight of you, you make me sick."
Cyberbullying,"8. You don't deserve any happiness, you're just a toxic presence in my life."
Cyberbullying,"9. You're nothing but a burden, dragging me down with your constant whining."
Cyberbullying,"10. I wish I never met you, my life would've been better off without your sorry existence."
Cyberbullying,"1. ""You've changed so much, you're not the person I used to call my best friend."""
Cyberbullying,"2. ""It's no wonder you have no one else left, look at how you act towards people."""
Cyberbullying,"3. ""You're nothing but a coward typing away behind a screen, can't even have a real conversation."""
Cyberbullying,"4. ""You were always envious of me, of my success, now it's clear to see why."""
Cyberbullying,"5. ""I regret wasting my time sharing my life with someone who doesn't even care."""
Cyberbullying,"6. ""Do us all a favor and disappear - the world doesn't need your toxicity."""
Cyberbullying,"7. ""You think you're so perfect, but you're just a fake friend, always have been."""
Cyberbullying,"8. ""You're not worth my energy, it's a relief to finally see your true colors."""
Cyberbullying,"9. ""You'll never find true friendship with that attitude, good luck with your loneliness."""
Cyberbullying,"10. ""Every word you type just shows how shallow and pathetic you've become, goodbye."""
Cyberbullying,"1. ""You're such a coward hiding behind your phone, can't even face me in person."""
Cyberbullying,"2. ""Don't act like you're innocent, we both know what you did."""
Cyberbullying,"3. ""You've always been jealous of me, that's why you're trying to bring me down."""
Cyberbullying,"4. ""You're a backstabber, I should've seen it coming a long time ago."""
Cyberbullying,"5. ""You're nothing without me, you've always needed my help to succeed."""
Cyberbullying,"6. ""You're a pathetic loser who can't handle the fact that I've outgrown you."""
Cyberbullying,"7. ""I can't believe I wasted so much time being friends with someone as toxic as you."""
Cyberbullying,"8. ""You're not just a snake, you're a manipulative snake who's only out for yourself."""
Cyberbullying,"9. ""You think you're so perfect, but everyone knows the truth about who you really are."""
Cyberbullying,"10. ""I regret ever trusting you, you've shown your true colors now."""
Cyberbullying,1. You're nothing but a coward hiding behind your phone screen.
Cyberbullying,2. Who knew you could be so heartless and betray our friendship like this?
Cyberbullying,3. I can't believe I wasted all those years being friends with someone as toxic as you.
Cyberbullying,"4. You're a pathetic excuse for a friend, with no loyalty or integrity."
Cyberbullying,"5. Your true colors finally show, and they're uglier than I could ever imagine."
Cyberbullying,"6. I used to admire you, but now I see you for the spineless liar you really are."
Cyberbullying,"7. It's no wonder you have no real friends left, you always push everyone away with your toxicity."
Cyberbullying,"8. I regret every moment I spent defending you, only to realize what a mistake I've made."
Cyberbullying,"9. You're a sad excuse for a human being, with no empathy or compassion for anyone else."
Cyberbullying,"10. Take a good look in the mirror, and you'll see the reflection of a fake, two-faced backstabber staring right back at you."
Cyberbullying,"1. I trusted you with everything, and you threw our friendship away like it was nothing."
Cyberbullying,"2. You are such a spineless coward, hiding behind your phone screen instead of facing me."
Cyberbullying,3. Remember when we used to laugh together? I guess that's all just fake now.
Cyberbullying,"4. You've become so arrogant and selfish, it's no wonder I can't stand you anymore."
Cyberbullying,"5. You have no loyalty, no integrity – you're just a fake friend."
Cyberbullying,6. I should have realized sooner that you were nothing but a toxic presence in my life.
Cyberbullying,"7. You think you're better than me? Think again, you're nothing but a loser."
Cyberbullying,"8. Betrayal is your middle name, isn't it? You've always been a backstabber."
Cyberbullying,"9. You talk big, but deep down, you're just a pathetic little coward."
Cyberbullying,"10. It's no wonder your life is a mess, with all the lies and deceit you're wrapped up in."
Cyberbullying,"1. ""You're nothing but a coward, hiding behind your phone because you can't face me in person."""
Cyberbullying,"2. ""I used to think you were a decent guy, but now I see you for what you really are - a pathetic excuse for a friend."""
Cyberbullying,"3. ""You're a joke, always trying to act tough when you're really just a spineless fool."""
Cyberbullying,"4. ""You're so full of yourself, you don't even realize how much of a jerk you've become."""
Cyberbullying,"5. ""I don't know why I ever considered you a friend, you're nothing but a backstabbing snake."""
Cyberbullying,"6. ""You think you're so smart, but all I see is someone who is insecure and desperate for attention."""
Cyberbullying,"7. ""You're a disgrace to friendship, always looking for ways to tear others down to make yourself feel better."""
Cyberbullying,"8. ""You're a sad excuse for a human being, spreading negativity and toxicity wherever you go."""
Cyberbullying,"9. ""I used to look up to you, but now I just see a pathetic loser who can't handle a real conversation."""
Cyberbullying,"10. ""You're nothing but a shadow of the person I thought you were, a shell of a friend who's not worth my time."""
Cyberbullying,"1. ""You're just a coward hiding behind your screen, too weak to face me in person."""
Cyberbullying,"2. ""I thought you were better than this, turns out you're just a backstabbing snake."""
